Title,Category
Wife ,Not Dark Pattern
"By signing up via text you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.",Not Dark Pattern
Articles: Medical Matters ,Not Dark Pattern
"Only 5 left In Stock",Scarcity
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Social Proof
251 people are viewing this right now,Social Proof
All Girls Clothing,Not Dark Pattern
Join the Team,Not Dark Pattern
Vintage Fancy Red Bracelet Watch Women's,Not Dark Pattern
HURRY ONLY 1 ITEM LEFT!,Scarcity
What Are Healing Crystals?,Not Dark Pattern
404 Orders,Social Proof
Carpet Python Vivariums,Not Dark Pattern
"50% OFF Everything (yep even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency
"Tyler in Norwalk United States purchased a",Social Proof
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Social Proof
"Someone in Shelby twp United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof
Charleston ,Not Dark Pattern
Power Button Covers,Not Dark Pattern
(Only 1 left!),Scarcity
Discreet packaging,Not Dark Pattern
"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",Obstruction
Last one available,Scarcity
Mens Footwear,Not Dark Pattern
Upcoming Events ,Not Dark Pattern
Beetle Remotes,Not Dark Pattern
Free People,Not Dark Pattern
"Carol in St. Louis Missouri bought Original USB Charging Anti-Theft Backpack",Social Proof
ONLY 4 LEFT IN STOCK,Scarcity
Shop All Golf Balls,Not Dark Pattern
Sunglasses and Eyewear,Not Dark Pattern
Gut Health ,Not Dark Pattern
"Dog Collars Leads & Tethers",Not Dark Pattern
How about these?,Misdirection
Only 14 left in stock,Scarcity
Optimized Patch System ,Not Dark Pattern
Product Tagline,Not Dark Pattern
Anniversary Gifts ,Not Dark Pattern
"No thanks I´d rather pay more",Misdirection
"Someone in Culgoa Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof
1 Left,Scarcity
I don't want a discount,Misdirection
Healthy Diet,Not Dark Pattern
"No thanks. I don't like great deals.",Misdirection
"Someone in Paris France just purchased a Kanpeki Knife Set",Social Proof
WWE New Arrivals ,Not Dark Pattern
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions including memory mental speed and focus.†",Not Dark Pattern
"Someone in Ampang Malaysia just bought",Social Proof
"Trey in Columbia United States purchased Leather Cord Capsule",Social Proof
"THE COMPETITION $1299.99",Misdirection
ONLY 5 LEFT!,Scarcity
Hurry Low Stock,Scarcity
Items will be reserved in your cart for 19:10,Urgency
1 people are viewing this currently,Social Proof
"No thanks I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection
SAA Oil & Acrylic Brushes ,Not Dark Pattern
"1 left order now!",Scarcity
Vacation One Shoulder Loosen Long Sleeve Woven Dress,Not Dark Pattern
Lip Balms & Treatments,Not Dark Pattern
Price Guaranteed For DAYS/HRS/MINS/SECS,Urgency
Other Applications,Not Dark Pattern
"No thanks I don’t want to save",Misdirection
High Gable Sheds,Not Dark Pattern
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,Not Dark Pattern
Dressmakers Mannequins ,Not Dark Pattern
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency
"No thanks I will pay full price.",Misdirection
 Air Purifying Plants ,Not Dark Pattern
All Little Boys Clothing,Not Dark Pattern
History Of The NRA,Not Dark Pattern
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Urgency
Start SellingSearchWishlistAccountCartCart,Not Dark Pattern
61 people have already bought that product today with 50% discount,Social Proof
89 currently viewing,Social Proof
Used Leica Cameras,Not Dark Pattern
Purchased 8 times in the last few days.,Social Proof
"Jonathan in Syracuse United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof
View All Bearings,Not Dark Pattern
Low in stock: only 1 left.,Scarcity
American Diamond Earrings,Not Dark Pattern
Personalize your doll,Misdirection
sales@scandinavianoutdoor.com ,Not Dark Pattern
Searching...,Not Dark Pattern
Flat Iron,Not Dark Pattern
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern
Availability: 5 items left,Scarcity
"Someone from Osijek Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof
View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only ,Not Dark Pattern
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,Not Dark Pattern
Packed with Super Citrimax,Not Dark Pattern
"No thanks I don't want to look my best",Misdirection
"Check your orders in-store quotes & more",Not Dark Pattern
Thermostats,Not Dark Pattern
"Want more inspiration and styling tips? Dive into The Southern Edit Southern Tide’s lifestyle blog and follow us on social media. ",Not Dark Pattern
The Wizard of Oz,Not Dark Pattern
"ONLY 5 LEFT ORDER SOON!",Scarcity
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern
Barbour International,Not Dark Pattern
70% offers claimed. Hurry up!,Scarcity
Only 1 Left!,Scarcity
M-Class Remotes,Not Dark Pattern
"Sorry this is out of stock. You just missed it.",Scarcity
Your order is reserved for 19:57 minutes.,Urgency
Clearance Optic Accessories Deals,Not Dark Pattern
Hurry! Limited Quantity Available.,Scarcity
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection
"Jessica in Orange United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof
Highline Double Wheel Bag,Not Dark Pattern
Soft Toys ,Not Dark Pattern
"ONCE IT'S GONE IT'S GONE",Scarcity
Lease to Own conditions,Not Dark Pattern
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),Urgency
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern
Tidal Waves Collection,Not Dark Pattern
POPULAR 62 others checked this out in the last few hours.,Social Proof
Trowels & Putty Knife,Not Dark Pattern
Gifts By Price,Not Dark Pattern
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Misdirection
PopWallet+ Refine by Product Type: PopWallet+ ,Not Dark Pattern
FootwearHome & Office,Not Dark Pattern
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity
Hurry up! 22 people other than you have this product in their cart,Social Proof
family ,Not Dark Pattern
Kinky Curly Wigs,Not Dark Pattern
Devices ,Not Dark Pattern
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: Rs90.61,Sneaking
Digital Device Covers ,Not Dark Pattern
Pleated Skirts,Not Dark Pattern
beautifully written prose,Not Dark Pattern
Corporate Responsibility Report,Not Dark Pattern
52 people have added this product to bag in the last 72 hours,Social Proof
156 sold in last 24 hours,Social Proof
BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE,Not Dark Pattern
Offer ends 0Hours:04Minutes:46Seconds,Urgency
COMBAT GEARHot,Not Dark Pattern
"1446 people have viewed this item",Social Proof
Order in 14:53 to get 2 pillows for free,Urgency
HURRY ONLY 9 LEFT IN STOCK!,Scarcity
only 1 in stock,Scarcity
Grey Jewelry,Not Dark Pattern
Select shake flavor: ,Not Dark Pattern
ON SALE AT $1.99 FOR A LIMITED TIME,Urgency
Submitted by Fermin Larracilla Pérez,Not Dark Pattern
Polycarbonate,Not Dark Pattern
Browse by A-Z,Not Dark Pattern
Other Snacks ,Not Dark Pattern
Less than 6 items left,Scarcity
"Ken in Oakland United States purchased a Dreamville Hoodie a month ago",Social Proof
Other Promotions,Not Dark Pattern
17 people have added this item to cart,Social Proof
Free Shipping. Limited Time Only. for orders over $50,Urgency
Set SALE Into Summer ,Not Dark Pattern
IZZY MIDI DRESS Ivory ,Not Dark Pattern
Gold Refine by Color: Gold ,Not Dark Pattern
View All Homeware,Not Dark Pattern
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,Urgency
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,Urgency
Explore more styles from this printspiration ,Not Dark Pattern
Hurry! Only 2 Left,Scarcity
1 LEFT IN THIS SIZE,Scarcity
"Hurry only 6 left in stock!",Scarcity
"Sponges Mitts & Bath Brushes",Not Dark Pattern
Crystal Lotus Sriyantras ,Not Dark Pattern
No thanks. I don’t want to save money.,Misdirection
Other CollectiblesPhotos,Not Dark Pattern
Hurry !! Only 52 left in stock,Scarcity
Free 60 day VIP trial membership with this order. Cancel anytime.,Sneaking
Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,Obstruction
lego harry potter,Not Dark Pattern
Most of our orders are from repeat customers.,Not Dark Pattern
New In Bottoms,Not Dark Pattern
Want to add one of these?,Misdirection
Base Layer & Thermals ,Not Dark Pattern
FANSTASTIC DEALS,Misdirection
"Alyssa in San Antonio United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof
'Keeper of Lost Things',Not Dark Pattern
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection
Hair Care Remedies,Not Dark Pattern
Paul Henry ,Not Dark Pattern
Cincinnati Bengals T-Shirts,Not Dark Pattern
Compare Products ,Not Dark Pattern
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,Not Dark Pattern
"Fancy some creative inspiration news and offers? Sign up for SAA enewsletters today.",Not Dark Pattern
Sports Bras ,Not Dark Pattern
Purchased 100+ times in the last few days.,Social Proof
Accessibly App features,Not Dark Pattern
Your cart is reserved for 14:05 minutes!,Urgency
OH SHIP! Looks like that page wasn't found ,Not Dark Pattern
Only a few left!,Scarcity
In Stock Only 5 left!,Scarcity
Exotic Bird Food,Not Dark Pattern
Limited Time,Urgency
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,Scarcity
iPhones,Not Dark Pattern
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern
Hurry Up! Only 1 Piece Left,Scarcity
LIMITED OFFER: $125 Off + 2 Free Pillows,Urgency
Want Free Shipping?,Misdirection
Summer Simple Breathable Socks ,Not Dark Pattern
Sellout risk:,Scarcity
"No thanks I don’t like saving money.",Misdirection
Value of Product,Not Dark Pattern
00DAYS07HOURS09MINUTES39SECONDS,Urgency
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,Social Proof
Mountboard ,Not Dark Pattern
Graduations,Not Dark Pattern
Light powerful. ,Not Dark Pattern
Availability: Low Stock 4 Remaining,Scarcity
Items in your cart are in high demand. But we have reserved your order.,Scarcity
Viewed 744 times today,Social Proof
Only 2 Left in Stock,Scarcity
1044 sold in past 12 months,Social Proof
Cropped Jeans,Not Dark Pattern
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof
"Someone in Joliet Illinois purchased a Yocan Evolve Plus XL Vaporizer",Social Proof
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern
"Samuel in Minneapolis United States purchased a Pod Juice Jewel Mint Cool Nicotine Salt e-Liquid 15/30ml 7 hours ago",Social Proof
Boardshorts,Not Dark Pattern
"The site was easy to navigate. I haven't received my shoes yet but overall a good experience.",Not Dark Pattern
Cheaney,Not Dark Pattern
 ≡ Filter Reviews Clicking on the following button will update the content below ,Not Dark Pattern
Arthritis Aids,Not Dark Pattern
Camo Shirts & T Shirts,Not Dark Pattern
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,Scarcity
TRE by Natalie Ratabesi,Not Dark Pattern
LIMITED TIME OFFER,Urgency
"Sign Up To Our Newsletter To Receive News Offers And Promotions.",Not Dark Pattern
"Someone from Cape Town Western Cape South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",Social Proof
Offer ends in 9hrs 55min 29sec!,Urgency
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency
Sale By Category ,Not Dark Pattern
Floral Cross Stitch & Embroidery Kits,Not Dark Pattern
Your AccountTrack Your OrdersJoin Celebrations Passport,Not Dark Pattern
Dog Whistles & Lanyards,Not Dark Pattern
Hurry! Only 1 left in stock,Scarcity
1 people bought Jotter To Do Refill in the last few hours,Social Proof
